om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
5,1950,1,25,1/25/1950,19:30:00,3,MO,29,2,2,5,0,5,0,37.6,-90.68,37.63,-90.65,2.3,300,1,1,1,93,0,0,0,0
1,1950,1,3,1/3/1950,11:00:00,3,MO,29,1,3,3,0,6,0,38.77,-90.22,38.83,-90.03,9.5,150,2,0,1,0,0,0,0,0
140,1950,6,15,6/15/1950,1:00:00,3,MO,29,4,1,0,0,3,0,39.7,-92.07,0,0,0.2,100,1,1,1,205,0,0,0,0
133,1950,6,9,6/9/1950,13:00:00,3,MO,29,3,1,0,0,3,0,38,-92.22,38.02,-92.17,2.7,220,1,1,1,169,0,0,0,0
170,1950,7,19,7/19/1950,16:00:00,3,MO,29,5,1,0,0,2,0,38.42,-92.77,0,0,1.5,440,1,1,1,141,0,0,0,0
181,1950,8,8,8/8/1950,1:00:00,3,MO,29,6,1,0,0,2,0,37.13,-93.38,0,0,2,10,1,1,1,77,0,0,0,0
242,1951,11,13,11/13/1951,13:30:00,3,MO,29,6,3,1,0,4,0,36.62,-89.75,0,0,1,27,1,1,1,143,0,0,0,0
87,1951,5,25,5/25/1951,21:00:00,3,MO,29,1,1,0,0,3,0,40.4,-95.17,0,0,0.2,10,1,1,1,147,0,0,0,0
130,1951,6,8,6/8/1951,17:45:00,3,MO,29,2,1,0,0,3,0,37.93,-91.88,0,0,0.1,10,1,1,1,161,0,0,0,0
180,1951,7,4,7/4/1951,1:00:00,3,MO,29,3,2,1,0,5,0,37.15,-94.47,0,0,0.1,100,1,1,1,97,0,0,0,0
186,1951,7,8,7/8/1951,20:15:00,3,MO,29,4,2,0,0,4,0,39.22,-94.02,39.25,-94.02,2.3,100,1,1,1,177,0,0,0,0
188,1951,7,9,7/9/1951,23:45:00,3,MO,29,5,1,0,0,2,0,36.55,-91.7,0,0,2,440,1,1,1,91,0,0,0,0
233,1952,11,16,11/16/1952,16:00:00,3,MO,29,9,3,2,0,4,0,40.45,-95.07,40.57,-94.68,21.6,600,1,1,1,147,0,0,0,0
17,1952,2,13,2/13/1952,17:10:00,3,MO,29,1,2,0,0,3,0,36.07,-89.93,36.15,-89.87,6.8,100,1,1,1,155,0,0,0,0
48,1952,3,18,3/18/1952,17:25:00,3,MO,29,2,2,1,0,4,0,37.75,-90.5,37.88,-90.22,18.4,100,1,1,1,187,186,0,0,0
51,1952,3,18,3/18/1952,18:30:00,3,MO,29,3,2,0,0,4,0,37.37,-89.78,37.45,-89.73,6.2,500,1,1,1,31,0,0,0,0
68,1952,3,21,3/21/1952,20:00:00,3,MO,29,4,4,100,17,6,0,36.05,-89.82,36.07,-89.7,6.5,880,1,1,1,155,0,0,0,0
139,1952,5,22,5/22/1952,19:00:00,3,MO,29,6,2,1,0,5,0,38.9,-94.27,38.93,-94.23,1.3,440,1,1,1,95,0,0,0,0
121,1952,5,7,5/7/1952,16:00:00,3,MO,29,5,1,0,0,2,0,40.1,-94.53,0,0,1.5,400,1,1,1,75,0,0,0,0
205,1952,7,17,7/17/1952,16:15:00,3,MO,29,7,1,0,0,4,0,38.97,-91.5,0,0,0.2,10,1,1,1,139,0,0,0,0
226,1952,8,21,8/21/1952,0:20:00,3,MO,29,8,2,13,1,7,0,38.68,-93.27,38.7,-93.23,1.3,300,1,1,1,159,0,0,0,0
43,1953,3,14,3/14/1953,17:00:00,3,MO,29,1,1,1,0,4,0,39.22,-90.75,0,0,0.2,10,1,1,1,113,0,0,0,0
69,1953,3,31,3/31/1953,16:00:00,3,MO,29,2,1,0,0,3,0,38.37,-94.28,0,0,0.2,10,1,1,1,13,0,0,0,0
70,1953,3,31,3/31/1953,16:30:00,3,MO,29,3,1,0,0,3,0,38.47,-94,38.48,-93.95,3,10,1,1,1,83,0,0,0,0
151,1953,5,10,5/10/1953,14:00:00,3,MO,29,4,1,0,0,4,0,37.55,-91.92,0,0,0.2,10,1,1,1,215,0,0,0,0
355,1953,8,1,8/1/1953,15:00:00,3,MO,29,5,1,0,0,3,0,38.42,-91.08,38.48,-90.97,7.7,10,1,1,1,71,0,0,0,0
359,1953,8,3,8/3/1953,17:00:00,3,MO,29,6,0,0,0,1,0,38.22,-94.12,0,0,0.2,10,1,1,1,13,0,0,0,0
58,1954,3,24,3/24/1954,22:00:00,3,MO,29,1,1,0,0,4,0,36.55,-93.97,36.73,-93.6,23.9,50,1,1,1,9,0,0,0,0
59,1954,3,24,3/24/1954,22:00:00,3,MO,29,2,1,0,0,5,0,37.45,-94.4,37.58,-94.17,15.7,33,1,1,1,11,0,0,0,0
60,1954,3,24,3/24/1954,22:00:00,3,MO,29,3,1,0,0,3,0,37.12,-94.53,0,0,0.5,17,1,1,1,97,0,0,0,0
64,1954,3,24,3/24/1954,23:00:00,3,MO,29,4,1,0,0,3,0,36.82,-93.88,36.82,-93.78,5.4,50,1,1,1,9,0,0,0,0
65,1954,3,24,3/24/1954,23:00:00,3,MO,29,5,1,0,0,3,0,36.82,-94.1,36.82,-93.88,11.9,50,1,1,1,145,9,0,0,0
66,1954,3,24,3/24/1954,23:00:00,3,MO,29,8,2,1,0,4,0,36.57,-94.52,36.75,-94.1,26.1,50,1,1,1,119,0,0,0,0
67,1954,3,24,3/24/1954,23:30:00,3,MO,29,6,3,2,0,4,0,36.72,-93.67,0,0,1,300,1,1,1,9,0,0,0,0
68,1954,3,24,3/24/1954,23:45:00,3,MO,29,7,1,0,0,4,0,37.17,-92.95,37.23,-92.7,14.4,900,1,1,1,225,0,0,0,0
69,1954,3,24,3/24/1954,23:45:00,3,MO,29,9,1,0,0,4,0,36.97,-93.23,37.02,-93.22,3.3,50,1,1,1,43,0,0,0,0
70,1954,3,25,3/25/1954,0:55:00,3,MO,29,11,4,0,2,4,0,37.32,-92.23,37.45,-92.08,12.1,100,1,1,1,215,0,0,0,0
71,1954,3,25,3/25/1954,2:00:00,3,MO,29,10,1,0,0,4,0,38.58,-90.77,0,0,0.1,100,1,1,1,71,0,0,0,0
72,1954,3,25,3/25/1954,2:00:00,3,MO,29,12,2,0,0,4,0,38.47,-90.75,38.48,-90.7,3,60,1,1,1,71,189,0,0,0
73,1954,3,25,3/25/1954,2:00:00,3,MO,29,13,1,0,0,3,0,38.87,-90.25,0,0,1,60,1,1,1,183,0,0,0,0
74,1954,3,25,3/25/1954,2:00:00,3,MO,29,14,3,0,0,4,0,38.8,-90.8,38.93,-90.43,21.6,20,1,1,1,183,0,0,0,0
116,1954,4,15,4/15/1954,15:30:00,3,MO,29,18,2,0,0,4,0,36.12,-90.15,0,0,1,50,1,1,1,69,0,0,0,0
181,1954,4,30,4/30/1954,13:00:00,3,MO,29,19,1,0,0,4,0,36.58,-93.9,36.67,-93.82,7.3,50,1,1,1,9,0,0,0,0
184,1954,4,30,4/30/1954,14:00:00,3,MO,29,20,2,0,0,1,0,38.43,-92.83,38.47,-92.78,3.6,400,1,1,1,141,0,0,0,0
188,1954,4,30,4/30/1954,15:15:00,3,MO,29,21,2,0,0,4,0,39.2,-92.33,40.4,-91.67,89.6,100,1,1,1,19,137,205,45,0
83,1954,4,5,4/5/1954,2:00:00,3,MO,29,15,1,0,0,3,0,39.38,-91.93,0,0,0.2,10,1,1,1,7,0,0,0,0
84,1954,4,5,4/5/1954,2:00:00,3,MO,29,16,1,0,0,4,0,39.1,-91.77,0,0,0.3,17,1,1,1,7,0,0,0,0
85,1954,4,5,4/5/1954,17:00:00,3,MO,29,17,4,2,0,5,0,40.55,-95.38,40.62,-95.27,6.3,900,2,0,1,0,0,0,0,0
273,1954,5,28,5/28/1954,13:15:00,3,MO,29,24,2,0,0,5,0,38.25,-93.13,0,0,1,100,1,1,1,15,0,0,0,0
274,1954,5,28,5/28/1954,15:00:00,3,MO,29,25,2,2,0,4,0,38.15,-92.87,38.22,-92.78,6.8,100,1,1,1,29,141,0,0,0
282,1954,5,31,5/31/1954,14:45:00,3,MO,29,26,2,0,0,4,0,40.38,-95.42,40.45,-95.02,21,440,1,1,1,5,147,141,0,0
291,1954,5,31,5/31/1954,16:20:00,3,MO,29,27,1,0,0,4,0,37.83,-94.48,0,0,0.5,17,1,1,1,217,0,0,0,0
215,1954,5,2,5/2/1954,2:00:00,3,MO,29,22,1,0,0,4,0,36.5,-89.52,0,0,0.2,10,1,1,1,143,0,0,0,0
233,1954,5,7,5/7/1954,16:00:00,3,MO,29,23,0,0,0,2,0,40.08,-94.5,0,0,0.1,10,1,1,1,75,0,0,0,0
358,1954,6,14,6/14/1954,21:00:00,3,MO,29,29,0,0,0,2,0,40.03,-94.48,0,0,0.2,10,1,1,1,121,0,0,0,0
361,1954,6,15,6/15/1954,13:00:00,3,MO,29,30,1,0,0,1,0,40.05,-95.27,0,0,0.2,10,1,1,1,87,0,0,0,0
312,1954,6,2,6/2/1954,17:30:00,3,MO,29,28,1,0,0,4,0,39.75,-93.5,39.87,-93.38,9.9,150,1,1,1,117,0,0,0,0
479,1954,8,18,8/18/1954,17:00:00,3,MO,29,31,0,0,0,3,0,38.53,-91.28,0,0,1.5,10,1,1,1,71,0,0,0,0
497,1954,9,4,9/4/1954,14:00:00,3,MO,29,32,1,0,0,3,0,38.03,-94.57,0,0,1,200,1,1,1,217,0,0,0,0
498,1954,9,6,9/6/1954,12:30:00,3,MO,29,33,1,0,0,3,0,36.52,-90.05,0,0,0.5,10,1,1,1,69,0,0,0,0
548,1955,10,5,10/5/1955,1:30:00,3,MO,29,30,1,0,0,1,0,37.8,-93.58,0,0,2,77,1,1,1,167,0,0,0,0
589,1955,11,16,11/16/1955,0:15:00,3,MO,29,31,2,2,0,4,0,36.67,-91.9,36.7,-91.83,4.3,1000,1,1,1,91,0,0,0,0
24,1955,3,14,3/14/1955,17:10:00,3,MO,29,1,3,1,0,5,0,39.65,-94.25,39.67,-94.02,9.8,250,1,1,1,49,25,0,0,0
25,1955,3,14,3/14/1955,17:40:00,3,MO,29,2,2,0,0,4,0,39.3,-94.22,39.33,-94.17,3.3,250,1,1,1,47,177,0,0,0
26,1955,3,14,3/14/1955,18:00:00,3,MO,29,3,1,0,0,1,0,39.35,-94.23,0,0,0.3,100,1,1,1,47,0,0,0,0
36,1955,3,20,3/20/1955,17:20:00,3,MO,29,5,3,17,0,5,0,36.75,-89.37,36.8,-89.33,3.6,250,1,1,1,133,0,0,0,0
109,1955,4,22,4/22/1955,14:45:00,3,MO,29,6,1,0,0,4,0,37.3,-89.98,0,0,0.3,50,1,1,1,17,0,0,0,0
110,1955,4,22,4/22/1955,16:00:00,3,MO,29,7,3,0,0,5,0,36.67,-89.52,36.72,-89.3,12.4,10,1,1,1,143,0,0,0,0
111,1955,4,22,4/22/1955,16:00:00,3,MO,29,8,2,1,0,5,0,37.22,-89.83,37.18,-89.77,4.1,50,1,1,1,31,0,0,0,0
113,1955,4,22,4/22/1955,17:10:00,3,MO,29,9,2,0,0,4,0,36.87,-89.57,0,0,0.2,10,1,1,1,201,0,0,0,0
115,1955,4,22,4/22/1955,21:00:00,3,MO,29,10,0,0,0,2,0,36.78,-89.42,0,0,0.1,10,1,1,1,133,0,0,0,0
122,1955,4,23,4/23/1955,13:30:00,3,MO,29,11,2,1,0,4,0,40.52,-94.53,40.55,-94.48,3,100,1,1,1,227,0,0,0,0
123,1955,4,23,4/23/1955,13:30:00,3,MO,29,12,2,0,0,4,0,40.43,-95.3,40.47,-95.3,2.3,100,1,1,1,5,0,0,0,0
125,1955,4,23,4/23/1955,16:15:00,3,MO,29,13,2,0,0,4,0,38.97,-91.55,39.13,-91.55,11,100,1,1,1,139,0,0,0,0
126,1955,4,23,4/23/1955,17:30:00,3,MO,29,14,1,0,0,4,0,39.07,-91.15,39.18,-91.12,7.9,10,1,1,1,113,0,0,0,0
128,1955,4,23,4/23/1955,20:00:00,3,MO,29,15,1,0,0,3,0,36.5,-90.15,0,0,0.2,10,1,1,1,69,0,0,0,0
134,1955,4,26,4/26/1955,3:00:00,3,MO,29,16,1,0,0,1,0,40.32,-93.65,0,0,1,100,1,1,1,129,0,0,0,0
241,1955,5,26,5/26/1955,7:00:00,3,MO,29,17,1,0,0,1,0,37.08,-94.55,37.12,-94.52,2.7,50,1,1,1,97,0,0,0,0
243,1955,5,26,5/26/1955,9:45:00,3,MO,29,18,1,0,0,3,0,38.65,-92.68,0,0,0.2,10,1,1,1,135,0,0,0,0
254,1955,5,26,5/26/1955,18:00:00,3,MO,29,19,0,1,0,4,0,39.33,-93.67,0,0,0.2,10,1,1,1,33,0,0,0,0
257,1955,5,26,5/26/1955,19:00:00,3,MO,29,20,1,0,0,2,0,36.55,-91.7,0,0,2,10,1,1,1,91,0,0,0,0
258,1955,5,26,5/26/1955,19:00:00,3,MO,29,21,1,0,0,3,0,39.83,-93.22,0,0,0.2,10,1,1,1,115,0,0,0,0
260,1955,5,26,5/26/1955,20:00:00,3,MO,29,23,2,2,0,4,0,40.43,-92.68,40.6,-92.62,11.7,27,1,1,1,197,0,0,0,0
263,1955,5,27,5/27/1955,15:00:00,3,MO,29,24,1,0,0,1,0,39.12,-90.72,0,0,0.2,10,1,1,1,113,0,0,0,0
271,1955,5,27,5/27/1955,21:00:00,3,MO,29,25,1,0,0,3,0,38.73,-94.4,0,0,0.2,10,1,1,1,37,0,0,0,0
493,1955,7,23,7/23/1955,19:30:00,3,MO,29,27,1,0,0,2,0,37.12,-93.35,0,0,0.2,10,1,1,1,77,0,0,0,0
461,1955,7,5,7/5/1955,15:00:00,3,MO,29,26,0,0,0,1,0,36.62,-92.43,0,0,0.2,10,1,1,1,153,0,0,0,0
543,1955,9,21,9/21/1955,16:30:00,3,MO,29,28,1,0,0,3,0,38.55,-92.82,38.6,-92.75,4.7,500,1,1,1,141,135,0,0,0
546,1955,9,24,9/24/1955,4:30:00,3,MO,29,29,1,0,0,4,0,38.63,-94.17,0,0,0.2,10,1,1,1,37,0,0,0,0
498,1956,12,4,12/4/1956,19:20:00,3,MO,29,20,2,2,0,4,0,38.27,-93.93,38.38,-93.85,9.1,33,1,1,1,83,0,0,0,0
499,1956,12,4,12/4/1956,19:30:00,3,MO,29,21,2,2,0,4,0,38.33,-94.23,38.35,-94.15,4.5,200,1,1,1,13,0,0,0,0
500,1956,12,4,12/4/1956,20:30:00,3,MO,29,22,2,0,0,4,0,39.12,-93.13,39.23,-93.05,9,33,1,1,1,195,0,0,0,0
501,1956,12,4,12/4/1956,22:30:00,3,MO,29,23,2,0,0,5,0,39.12,-92.17,39.22,-92,11.1,400,1,1,1,19,7,0,0,0
24,1956,2,24,2/24/1956,22:30:00,3,MO,29,1,0,0,0,2,0,37.53,-94.37,0,0,0.1,10,1,1,1,11,0,0,0,0
25,1956,2,24,2/24/1956,22:30:00,3,MO,29,2,1,0,0,4,0,36.87,-94.6,0,0,0.3,100,1,1,1,145,0,0,0,0
26,1956,2,24,2/24/1956,22:45:00,3,MO,29,4,0,0,0,2,0,37.32,-93.28,0,0,0.2,10,1,1,1,77,0,0,0,0
27,1956,2,24,2/24/1956,23:00:00,3,MO,29,3,1,0,0,4,0,37.3,-93.77,37.38,-93.68,7.2,33,1,1,1,57,0,0,0,0
29,1956,2,24,2/24/1956,23:45:00,3,MO,29,6,4,36,6,6,0,38.45,-90.92,38.62,-89.52,77.6,500,2,0,1,0,0,0,0,0
31,1956,2,25,2/25/1956,0:05:00,3,MO,29,5,1,0,0,3,0,38.43,-90.8,0,0,0.2,100,1,1,1,71,0,0,0,0
34,1956,2,25,2/25/1956,3:32:00,3,MO,29,7,1,0,0,3,0,36.73,-89.32,0,0,0.5,10,1,1,1,133,0,0,0,0
37,1956,2,25,2/25/1956,4:00:00,3,MO,29,8,2,0,0,4,0,36.67,-89.55,36.67,-89.43,6.4,100,1,1,1,143,0,0,0,0
55,1956,3,6,3/6/1956,20:30:00,3,MO,29,9,1,0,0,4,0,37.8,-89.93,0,0,1,33,1,1,1,157,0,0,0,0
154,1956,4,28,4/28/1956,3:00:00,3,MO,29,13,1,0,0,2,0,39.58,-94.77,0,0,2,33,1,1,1,21,0,0,0,0
81,1956,4,2,4/2/1956,1:00:00,3,MO,29,10,1,0,0,3,0,40.43,-94.25,40.48,-94.23,2.7,30,1,1,1,227,0,0,0,0
101,1956,4,3,4/3/1956,0:30:00,3,MO,29,11,1,1,0,4,0,36.5,-94.48,36.6,-94.38,8.8,37,1,1,1,119,0,0,0,0
204,1956,5,13,5/13/1956,19:00:00,3,MO,29,14,0,0,0,3,0,37.87,-94.45,0,0,0.2,10,1,1,1,217,0,0,0,0
211,1956,5,22,5/22/1956,20:15:00,3,MO,29,15,1,0,0,3,0,39.75,-92.48,39.85,-92.35,9.8,33,1,1,1,175,0,0,0,0
347,1956,7,11,7/11/1956,22:00:00,3,MO,29,18,0,0,0,1,0,40.53,-94.62,0,0,0.2,10,1,1,1,227,0,0,0,0
320,1956,7,2,7/2/1956,14:30:00,3,MO,29,16,1,0,0,2,0,39.38,-94.22,0,0,0.2,10,1,1,1,47,0,0,0,0
325,1956,7,2,7/2/1956,17:38:00,3,MO,29,17,1,0,0,4,0,39.4,-92.25,0,0,1.5,100,1,1,1,137,0,0,0,0
438,1956,8,30,8/30/1956,22:17:00,3,MO,29,19,1,0,0,3,0,38.78,-90.33,38.78,-90.17,8.9,50,1,1,1,189,0,0,0,0
822,1957,12,18,12/18/1957,12:30:00,3,MO,29,36,1,1,0,4,0,39,-91.25,0,0,0.3,100,1,1,1,113,0,0,0,0
823,1957,12,18,12/18/1957,13:50:00,3,MO,29,37,2,1,1,4,0,37.68,-90.35,37.7,-90.3,2.7,33,1,1,1,187,0,0,0,0
825,1957,12,18,12/18/1957,15:00:00,3,MO,29,38,2,0,0,5,0,37.83,-89.83,0,0,0.5,50,1,1,1,157,0,0,0,0
837,1957,12,18,12/18/1957,16:45:00,3,MO,29,39,2,1,0,5,0,37.4,-89.87,37.52,-89.62,15.8,700,1,1,1,31,0,0,0,0
839,1957,12,18,12/18/1957,17:00:00,3,MO,29,40,2,0,0,4,0,37.68,-89.58,0,0,1,10,1,1,1,157,0,0,0,0
840,1957,12,18,12/18/1957,17:22:00,3,MO,29,41,2,1,3,6,0,37.18,-89.67,0,0,0.5,33,1,1,1,201,0,0,0,0
850,1957,12,19,12/19/1957,16:10:00,3,MO,29,42,2,0,0,4,0,37.37,-94.07,37.45,-94,6.6,100,1,1,1,57,0,0,0,0
10,1957,1,22,1/22/1957,11:40:00,3,MO,29,1,1,1,0,4,0,36.23,-90.05,0,0,1,100,1,1,1,69,0,0,0,0
240,1957,4,25,4/25/1957,1:30:00,3,MO,29,4,1,0,0,4,0,37.55,-90.3,0,0,0.5,500,1,1,1,123,0,0,0,0
268,1957,4,26,4/26/1957,17:30:00,3,MO,29,5,0,0,0,1,0,37.6,-94.28,0,0,0.2,10,1,1,1,11,0,0,0,0
98,1957,4,3,4/3/1957,12:00:00,3,MO,29,2,1,0,0,3,0,36.13,-90.08,0,0,1,100,1,1,1,69,0,0,0,0
103,1957,4,3,4/3/1957,13:30:00,3,MO,29,3,0,0,0,3,0,36.83,-89.4,0,0,0.3,10,1,1,1,133,0,0,0,0
314,1957,5,13,5/13/1957,14:15:00,3,MO,29,7,1,0,0,3,0,36.85,-91.78,0,0,0.2,10,1,1,1,91,0,0,0,0
315,1957,5,13,5/13/1957,14:15:00,3,MO,29,8,1,0,0,3,0,36.58,-91.4,0,0,0.2,10,1,1,1,149,0,0,0,0
316,1957,5,13,5/13/1957,14:15:00,3,MO,29,9,1,0,0,3,0,36.67,-91.78,0,0,0.2,10,1,1,1,91,0,0,0,0
317,1957,5,13,5/13/1957,14:15:00,3,MO,29,10,0,0,0,1,0,36.6,-91.37,0,0,0.2,10,1,1,1,149,0,0,0,0
368,1957,5,20,5/20/1957,17:00:00,3,MO,29,11,2,0,0,4,0,39.85,-94.35,39.95,-94.22,9.8,200,1,1,1,63,0,0,0,0
380,1957,5,20,5/20/1957,19:37:00,3,MO,29,13,2,0,0,4,0,39.2,-94.2,39.28,-93.98,12.8,33,1,1,1,95,177,0,0,0
389,1957,5,21,5/21/1957,15:00:00,3,MO,29,14,3,2,0,4,0,37.55,-91.5,37.62,-91.33,10.2,440,1,1,1,65,0,0,0,0
390,1957,5,21,5/21/1957,15:15:00,3,MO,29,15,2,0,0,5,0,36.8,-92.8,36.87,-92.55,14.5,500,1,1,1,213,67,0,0,0
391,1957,5,21,5/21/1957,15:30:00,3,MO,29,16,1,0,0,3,0,37.07,-90.72,37.17,-90.52,13,33,1,1,1,223,0,0,0,0
392,1957,5,21,5/21/1957,15:45:00,3,MO,29,17,1,0,0,1,0,37.42,-90.97,0,0,0.2,17,1,1,1,179,0,0,0,0
393,1957,5,21,5/21/1957,15:45:00,3,MO,29,18,3,50,8,7,0,37.77,-90.92,37.88,-90.52,22.2,400,1,1,1,221,187,0,0,0
395,1957,5,21,5/21/1957,15:53:00,3,MO,29,19,4,75,7,5,0,36.95,-91.17,37,-91.02,9.1,500,1,1,1,35,0,0,0,0
398,1957,5,21,5/21/1957,17:00:00,3,MO,29,20,2,0,0,4,0,37.38,-89.83,37.42,-89.75,5.1,500,1,1,1,31,0,0,0,0
399,1957,5,21,5/21/1957,17:30:00,3,MO,29,21,2,2,0,5,0,40.08,-91.78,40.15,-91.65,7.4,400,1,1,1,111,0,0,0,0
403,1957,5,21,5/21/1957,23:45:00,3,MO,29,22,1,0,0,4,0,36.05,-90.27,36.2,-89.88,23.7,33,1,1,1,69,155,0,0,0
404,1957,5,21,5/21/1957,23:45:00,3,MO,29,23,1,0,0,3,0,36.23,-90.07,0,0,0.1,10,1,1,1,69,0,0,0,0
416,1957,5,22,5/22/1957,14:30:00,3,MO,29,24,1,0,0,4,0,37.75,-90.8,37.8,-90.67,8,100,1,1,1,221,0,0,0,0
417,1957,5,22,5/22/1957,15:30:00,3,MO,29,25,1,0,0,4,0,38.52,-90.4,38.55,-90.33,4.1,33,1,1,1,189,0,0,0,0
422,1957,5,22,5/22/1957,23:55:00,3,MO,29,26,2,0,0,4,0,36.65,-89.2,0,0,0.4,33,1,1,1,133,0,0,0,0
285,1957,5,9,5/9/1957,15:30:00,3,MO,29,6,2,0,0,4,0,38.8,-90.38,38.93,-90.35,9.3,150,1,1,1,189,183,0,0,0
542,1957,6,12,6/12/1957,13:15:00,3,MO,29,29,0,0,0,2,0,36.92,-92.72,0,0,0.2,10,1,1,1,67,0,0,0,0
558,1957,6,14,6/14/1957,4:00:00,3,MO,29,30,1,0,0,4,0,39.82,-93.58,0,0,0.5,300,1,1,1,117,0,0,0,0
559,1957,6,14,6/14/1957,9:00:00,3,MO,29,31,1,0,0,3,0,38.85,-90.45,0,0,0.2,20,1,1,1,183,0,0,0,0
572,1957,6,15,6/15/1957,18:00:00,3,MO,29,32,1,0,0,3,0,39.67,-91.93,0,0,0.2,20,1,1,1,205,0,0,0,0
602,1957,6,22,6/22/1957,0:00:00,3,MO,29,33,2,0,0,2,0,39,-94.58,39.25,-94.4,19.8,10,1,1,1,95,0,0,0,0
511,1957,6,7,6/7/1957,16:00:00,3,MO,29,27,1,0,0,2,0,40.03,-95,0,0,0.1,40,1,1,1,3,0,0,0,0
512,1957,6,7,6/7/1957,20:00:00,3,MO,29,28,0,0,0,1,0,39.63,-94.58,0,0,0.2,10,1,1,1,49,0,0,0,0
703,1957,7,21,7/21/1957,15:30:00,3,MO,29,34,0,0,0,3,0,40.53,-93.75,0,0,0.8,10,1,1,1,129,0,0,0,0
705,1957,7,29,7/29/1957,18:15:00,3,MO,29,35,1,0,0,2,0,38.05,-91.9,0,0,0.2,10,1,1,1,125,0,0,0,0
510,1958,10,8,10/8/1958,19:05:00,3,MO,29,25,3,7,2,5,0,40.42,-94.63,40.45,-94.22,23.1,300,1,1,1,147,81,227,0,0
527,1958,11,16,11/16/1958,17:50:00,3,MO,29,26,1,0,0,3,0,40.35,-95.07,0,0,0.2,100,1,1,1,147,0,0,0,0
555,1958,11,17,11/17/1958,11:30:00,3,MO,29,27,3,1,0,5,0,37.63,-94.57,38,-94.22,30.2,400,1,1,1,11,217,0,0,0
556,1958,11,17,11/17/1958,13:30:00,3,MO,29,28,1,0,0,4,0,40.47,-93.03,40.5,-92.98,2.7,50,1,1,1,171,0,0,0,0
557,1958,11,17,11/17/1958,13:30:00,3,MO,29,29,2,0,0,4,0,37.45,-93.05,37.58,-92.88,12.8,127,1,1,1,225,59,0,0,0
558,1958,11,17,11/17/1958,13:45:00,3,MO,29,30,2,0,0,5,0,40.05,-93.45,40.22,-93.27,14.9,50,1,1,1,79,211,0,0,0
559,1958,11,17,11/17/1958,14:00:00,3,MO,29,31,2,0,0,5,0,40.2,-93.93,40.27,-93.9,4.1,100,1,1,1,81,0,0,0,0
105,1958,4,23,4/23/1958,23:10:00,3,MO,29,2,1,0,0,3,0,38.78,-90.42,0,0,0.5,150,1,1,1,189,0,0,0,0
62,1958,4,5,4/5/1958,14:40:00,3,MO,29,1,1,1,0,3,0,37.8,-89.95,0,0,1,20,1,1,1,157,0,0,0,0
179,1958,5,31,5/31/1958,0:00:00,3,MO,29,5,1,1,0,4,0,38.92,-90.65,38.87,-90.53,6.8,33,1,1,1,183,0,0,0,0
187,1958,5,31,5/31/1958,21:00:00,3,MO,29,6,2,0,0,5,0,37.95,-94.53,37.98,-94.42,6.4,367,1,1,1,217,0,0,0,0
188,1958,5,31,5/31/1958,23:15:00,3,MO,29,7,2,0,0,4,0,36.88,-94.2,0,0,0.5,20,1,1,1,145,0,0,0,0
134,1958,5,3,5/3/1958,13:15:00,3,MO,29,3,1,0,0,2,0,38.65,-90.57,0,0,0.3,20,1,1,1,189,0,0,0,0
137,1958,5,3,5/3/1958,15:20:00,3,MO,29,4,1,0,0,2,0,38.83,-90.5,0,0,0.2,10,1,1,1,183,0,0,0,0
228,1958,6,10,6/10/1958,16:55:00,3,MO,29,8,0,0,0,1,0,39.08,-92.75,0,0,0.2,10,1,1,1,89,0,0,0,0
229,1958,6,10,6/10/1958,17:00:00,3,MO,29,9,0,0,0,1,0,39.15,-93.02,0,0,0.2,10,1,1,1,195,0,0,0,0
231,1958,6,10,6/10/1958,20:10:00,3,MO,29,10,2,0,0,5,0,38.8,-90.7,0,0,0.5,33,1,1,1,183,0,0,0,0
264,1958,6,13,6/13/1958,17:50:00,3,MO,29,11,2,0,0,5,0,38.98,-93.6,38.95,-93.53,4.1,440,1,1,1,107,0,0,0,0
265,1958,6,13,6/13/1958,19:00:00,3,MO,29,12,0,0,0,1,0,38.75,-90.85,0,0,0.2,10,1,1,1,183,0,0,0,0
271,1958,6,15,6/15/1958,16:30:00,3,MO,29,13,1,0,0,4,0,40.58,-93.62,0,0,0.5,10,1,1,1,129,0,0,0,0
304,1958,6,24,6/24/1958,21:35:00,3,MO,29,14,1,0,0,4,0,39.13,-93.98,0,0,0.5,33,1,1,1,107,0,0,0,0
306,1958,6,24,6/24/1958,22:30:00,3,MO,29,15,1,0,0,4,0,39.07,-93.83,0,0,0.5,33,1,1,1,107,0,0,0,0
377,1958,7,13,7/13/1958,20:45:00,3,MO,29,17,1,0,0,4,0,37.87,-94.43,37.87,-94.33,5.2,33,1,1,1,217,0,0,0,0
390,1958,7,17,7/17/1958,7:30:00,3,MO,29,18,2,0,0,5,0,39.33,-94.02,0,0,2,33,1,1,1,177,0,0,0,0
427,1958,7,27,7/27/1958,2:07:00,3,MO,29,19,1,0,0,3,0,40.55,-95.53,0,0,0.1,10,1,1,1,5,0,0,0,0
438,1958,7,31,7/31/1958,4:00:00,3,MO,29,20,1,0,0,3,0,39.63,-93.45,0,0,0.2,10,1,1,1,117,0,0,0,0
